Entity,Code,Year,Carbon dioxide emissions from buildings,Carbon dioxide emissions from industry,Carbon dioxide emissions from land use change and forestry,Carbon dioxide emissions from other fuel combustion,Carbon dioxide emissions from transport,Carbon dioxide emissions from manufacturing and construction,Fugitive emissions of carbon dioxide from energy production,Carbon dioxide emissions from electricity and heat,Carbon dioxide emissions from bunker fuels
Georgia,GEO,2008,870000,170000,-3520000,440000,1740000,630000,,980000,120000
Georgia,GEO,2009,910000,330000,-3520000,220000,2170000,640000,,1350000,120000
Georgia,GEO,2010,950000,330000,-3520000,210000,2260000,580000,,1000000,120000
Georgia,GEO,2011,1060000,570000,0,340000,2310000,1030000,,1210000,110000
Georgia,GEO,2012,1350000,580000,0,390000,2450000,1080000,,1330000,110000
Georgia,GEO,2013,1420000,620000,0,30000,3070000,1900000,,980000,259999.98
Georgia,GEO,2014,1660000,620000,0,30000,3440000,1800000,,1110000,250000
Georgia,GEO,2015,1810000,670000,0,40000,3780000,1840000,,1260000,210000
Georgia,GEO,2016,1990000,690000,0,60000,4290000,1710000,,1060000,220000
Georgia,GEO,2017,2210000,790000,0,70000,3870000,1880000,,1100000,290000
Georgia,GEO,2018,2160000,760000,0,50000,3760000,1980000,,1010000,320000
Georgia,GEO,2019,2440000,1020000,0,50000,3900000,1790000,,1350000,320000
Georgia,GEO,2020,2600000,930000,0,40000,3770000,1660000,,1220000,180000
Georgia,GEO,2021,2960000,1020000,0,50000,4170000,1720000,,990000,300000
Germany,DEU,1990,197260000,15300000,-32750000,16230000,158600000,156150000,,411760000,21260000
Germany,DEU,1991,195200000,13740000,-32750000,18050000,161480000,133610000,1160000,409300000,19330000
Germany,DEU,1992,179910000,14440000,-32750000,16190001,164060000,124770000,780000,392660000,19130000
Germany,DEU,1993,188150000,14530000,-32759998,13090000,168670000,117550000,710000,384360000,21310000
Germany,DEU,1994,176050000,15340000,-32770000,14160000,166040000,117940000,1450000,384910000,22160000
Germany,DEU,1995,177610000,15560000,-32730000,15060000,167930000,116640000,2500000,379360000,22220000
Germany,DEU,1996,199230000,14810000,-32790000,18270000,169050000,110520000,2470000,389989980,22500000
Germany,DEU,1997,184400000,15270000,-32800000,18370000,169800000,108200000,2460000,374140000,23570000
Germany,DEU,1998,176300000,15540000,-32810002,17710000,172810000,106000000,2770000,374120000,23850000
Germany,DEU,1999,164500000,15770000,-32890000,12060000,177660000,101690000,2870000,359050000,25040000
Germany,DEU,2000,161020000,15250000,-32970002,11070000,173470000,102740000,2720000,364010020,26310000
Germany,DEU,2001,177110000,13500000,30000,11190000,169540000,96440000,2700000,377210000,25580000
Germany,DEU,2002,165000000,12820000,-80000,11210000,167120000,95840000,2660000,378720000,26060000
Germany,DEU,2003,172830000,13510000,-240000,1030000,164040000,98570000,2600000,384210000,27250000
Germany,DEU,2004,163120000,14070000,-380000,970000,163990000,97070000,2380000,379480000,29180000
Germany,DEU,2005,159660000,13050000,-370000,1070000,155630000,94770000,2400000,375800000,30320000
Germany,DEU,2006,168220000,13340000,-380000,820000,153480000,96660000,2390000,379510000,31790000
Germany,DEU,2007,129440000,14450000,-370000,580000,148380000,96050000,2330000,392570020,34270000
Germany,DEU,2008,153550000,13580000,-390000,519999.97,148890000,99870000,2220000,371060000,34340000
Germany,DEU,2009,142640000,12560000,-390000,519999.97,147060000,86870000,2060000,343100000,32900002
Germany,DEU,2010,149390000,12430000,-390000,1310000,148120000,98350000,1790000,361680000,32740002
Germany,DEU,2011,128460010,13390000,-11260000,1400000,149940000,97180000,1850000,354260000,31700000
Germany,DEU,2012,136000000,13290000,-11260000,1220000,148510000,94250000,1700000,365160000,32660000
Germany,DEU,2013,146580000,12500000,-11270000,1160000,152370000,93800000,,369740000,32369998
Germany,DEU,2014,125790000,12900000,-11300000,1250000,154570000,91250000,,350250000,31390000
Germany,DEU,2015,129619990,12630000,-11300000,1100000,157590000,95120000,,346260000,31700000
Germany,DEU,2016,133200000,12660000,-11480000,1100000,161020000,93220000,,345940000,34810000
Germany,DEU,2017,131570010,13410000,-11490000,850000,163490000,95140000,,327740000,35890000
Germany,DEU,2018,120860000,13230000,-11490000,7280000,157660000,98340000,,310400000,34900000
Germany,DEU,2019,122790000,13290000,-11570000,7280000,160040000,93430000,,261859980,33600000
Germany,DEU,2020,124030000,13360000,-11570000,7250000,142450000,93360000,,226010000,17740000
Germany,DEU,2021,122000000,13640000,-11570000,7400000,147240000,92640000,,254810000,22520000
Ghana,GHA,1990,430000,0,9860000,129999.99,1620000,300000,,40000,140000
Ghana,GHA,1991,290000,0,9860000,120000,1500000,290000,,50000,110000
Ghana,GHA,1992,330000,0,9860000,140000,1790000,340000,,50000,140000
Ghana,GHA,1993,330000,0,9860000,150000,1800000,350000,,60000,120000
Ghana,GHA,1994,380000,0,9860000,170000,1880000,410000,,80000,140000
Ghana,GHA,1995,430000,0,9860000,200000,2050000,450000,,70000,180000
Ghana,GHA,1996,490000,0,9860000,220000,2230000,500000,,60000,190000
Ghana,GHA,1997,510000,0,9860000,220000,2330000,510000,,30000,190000
Ghana,GHA,1998,570000,0,9860000,290000,2780000,590000,,1210000,280000
Ghana,GHA,1999,590000,0,9860000,330000,3090000,660000,,1150000,460000
Ghana,GHA,2000,270000,0,9860000,530000,2930000,680000,,540000,490000
Ghana,GHA,2001,420000,0,45840000,510000,2930000,650000,,930000,370000
Ghana,GHA,2002,320000,0,45840000,170000,3390000,830000,10000,1950000,420000
Ghana,GHA,2003,500000,0,45830000,180000,3150000,820000,10000,1730000,410000
Ghana,GHA,2004,530000,0,45830000,180000,3650000,900000,50000,610000,420000
Ghana,GHA,2005,470000,0,45830000,200000,3600000,940000,20000,1100000,510000
Ghana,GHA,2006,440000,0,45830000,210000,3650000,1020000,70000,2400000,510000
Ghana,GHA,2007,640000,0,45830000,240000,3840000,1039999.94,60000,2600000,550000
Ghana,GHA,2008,410000,0,45830000,290000,4159999.8,1130000,90000,1890000,570000
Ghana,GHA,2009,840000,0,45820000,320000,5050000,1310000,70000,1730000,640000
Ghana,GHA,2010,610000,0,45820000,250000,5150000,1260000,40000,3070000,660000
Ghana,GHA,2011,740000,10000,29390000,310000,5730000,1430000,60000,2520000,690000
Ghana,GHA,2012,830000,20000,29390000,380000,6840000,1640000,70000,3090000,700000
Ghana,GHA,2013,730000,20000,29380000,360000,7240000,1700000,160000,3680000,590000
Ghana,GHA,2014,640000,20000,29380000,230000,7280000,1650000,230000,3310000,400000
Ghana,GHA,2015,730000,30000,29380000,240000,7900000,1790000,250000,3370000,380000
Ghana,GHA,2016,740000,30000,-24950000,230000,7300000,1680000,300000,4260000,420000
Ghana,GHA,2017,720000,20000,-24950000,410000,7090000,1630000,620000,4630000,810000
Ghana,GHA,2018,750000,20000,-24950000,390000,8060000.5,1940000,340000,5280000,660000
Ghana,GHA,2019,780000,30000,-24950000,390000,8510000,2040000,270000,5950000,790000
Ghana,GHA,2020,860000,30000,-24950000,470000,9160000,2220000,680000,6460000,460000
Ghana,GHA,2021,900000,40000,-24950000,490000,10050000,2510000,1150000,7460000,700000
Greece,GRC,1990,5160000,5760000,-1050000,2910000,15060000,9640000,,37090000,10480000
Greece,GRC,1991,5310000,5720000,-1050000,3050000,15880000,9530000,,36330000,9510000
Greece,GRC,1992,5170000,5860000,-1050000,2830000,16280001,9170000,,38860000,10700000
Greece,GRC,1993,5110000,5880000,-1050000,2750000,16490000,8970000,,38890000,12260000
Greece,GRC,1994,5160000,5920000,-1050000,2770000,16590000,8890000,,40410000,13270000
Greece,GRC,1995,5420000,6360000,-1039999.94,2570000,16709999,9630000,,42140000,13890000
Greece,GRC,1996,7260000,6370000,-1050000,2620000,17190000,10310000,,39000000,12420000
Greece,GRC,1997,7530000,6410000,-1050000,2610000,17780000,10430000,,39010000,12370000
Greece,GRC,1998,7880000,6380000,-1050000,2610000,19420000,10390000,,40440000,13610000
Greece,GRC,1999,7700000,6370000,-1050000,2620000,19600000,9300000,,41810000,12700000
Greece,GRC,2000,8300000,6540000,-1050000,2630000,19070000,10200000,,47730000,13890000
Greece,GRC,2001,9100000,6570000,-1200000,2660000,19770000,10330000,,48180000,13400000
Greece,GRC,2002,9410000,6310000,-1200000,2890000,20030000,9890000,,48060000,12270000
Greece,GRC,2003,11100000,6370000,-1200000,3100000,20980000,9540000,,49130000,12580000
Greece,GRC,2004,10750000,6360000,-1200000,2650000,21390000,8790000,,49900000,12750000
Greece,GRC,2005,11330000,6790000,-1200000,2720000,21780000,8700000,,50620000,11480000
Greece,GRC,2006,11080000,6600000,-1200000,2860000,22290000,9030000,,48840000,12670000
Greece,GRC,2007,10110000,6410000,-1200000,2570000,22880000,10210000,,52140000,13160000
Greece,GRC,2008,9910000,6050000,-1210000,2490000,22200000,8530000,,51220000,12830000
Greece,GRC,2009,8650000,4580000,-1210000,1960000,24800000,6450000,,48300000,10920000
Greece,GRC,2010,7790000,4210000,-1210000,1690000,21990000,6670000,,45240000,10770000
Greece,GRC,2011,9910000,2430000,1280000,1580000,19640000,5770000,,45230000,11090000
Greece,GRC,2012,7460000,3100000,1280000,1440000,16420000,5830000,,45840000,9220000
Greece,GRC,2013,4450000,3640000,1280000,960000,16309999,5630000,,41500000,8850000
Greece,GRC,2014,4390000,3820000,1280000,880000,16350000,5990000,,38120000,8330000
Greece,GRC,2015,6090000,3470000,1280000,890000,16680000,6300000,,34570000,8200000
Greece,GRC,2016,5540000,3770000,1280000,840000,17160000,6480000,,33060002,8160000
Greece,GRC,2017,5400000,3690000,1280000,840000,16880000,5270000,,34720000,9820000
Greece,GRC,2018,4650000,3420000,1270000,840000,17170000,5080000,,33860000,10300000
Greece,GRC,2019,5170000,3360000,1270000,830000,17550000,4590000,,28480000,11490000
Greece,GRC,2020,5570000,2980000,1270000,1170000,14840000,4190000,,22260000,6290000
Greece,GRC,2021,5290000,3170000,1270000,710000,15950000,4350000,,23360000,7900000
Grenada,GRD,1990,10000,0,0,0,40000,20000,,50000,20000
Grenada,GRD,1991,10000,0,0,0,40000,20000,,50000,20000
Grenada,GRD,1992,10000,0,0,0,40000,20000,,50000,20000
Grenada,GRD,1993,10000,0,0,0,40000,20000,,60000,20000
Grenada,GRD,1994,10000,0,0,0,50000,20000,,60000,20000
Grenada,GRD,1995,20000,0,0,0,50000,10000,,70000,20000
Grenada,GRD,1996,20000,0,0,0,70000,10000,,70000,20000
Grenada,GRD,1997,30000,0,0,0,80000,0,,80000,20000
Grenada,GRD,1998,30000,0,0,10000,80000,0,,80000,20000
Grenada,GRD,1999,30000,0,0,10000,80000,0,,80000,20000
Grenada,GRD,2000,30000,0,0,10000,80000,0,,80000,20000
Grenada,GRD,2001,30000,0,0,10000,80000,0,,80000,20000
Grenada,GRD,2002,30000,0,0,10000,90000,0,,90000,20000
Grenada,GRD,2003,30000,0,0,10000,90000,0,,90000,20000
Grenada,GRD,2004,30000,0,0,10000,90000,0,,90000,20000
Grenada,GRD,2005,30000,0,0,10000,90000,0,,90000,20000
Grenada,GRD,2006,30000,0,0,10000,100000,0,,100000,20000
Grenada,GRD,2007,40000,0,0,10000,100000,10000,,100000,20000
Grenada,GRD,2008,20000,0,0,0,100000,10000,,129999.99,30000
Grenada,GRD,2009,20000,0,0,0,110000,10000,,129999.99,20000
Grenada,GRD,2010,20000,0,0,0,110000,10000,,140000,20000
Grenada,GRD,2011,20000,0,0,0,100000,10000,,129999.99,20000
Grenada,GRD,2012,20000,0,0,0,100000,10000,,150000,10000
Grenada,GRD,2013,20000,0,0,0,100000,0,,190000,10000
Grenada,GRD,2014,30000,0,0,0,110000,0,,120000,20000
Grenada,GRD,2015,40000,0,0,0,100000,0,,129999.99,20000
Grenada,GRD,2016,40000,0,0,0,100000,0,,140000,20000
Grenada,GRD,2017,40000,0,0,0,100000,0,,150000,20000
Grenada,GRD,2018,30000,0,0,20000,110000,10000,,160000,30000
Grenada,GRD,2019,30000,0,0,20000,110000,10000,,170000,30000
Grenada,GRD,2020,30000,0,0,20000,90000,10000,,150000,30000
Grenada,GRD,2021,30000,0,0,20000,100000,10000,,150000,30000
Guatemala,GTM,1990,470000,730000,16120001,80000,1710000,710000,,240000,560000
Guatemala,GTM,1991,480000,620000,16120001,90000,1790000,760000,,290000,560000
Guatemala,GTM,1992,530000,600000,16120001,90000,1870000,840000,,900000,590000
Guatemala,GTM,1993,540000,480000,16120001,90000,2060000,1039999.94,,910000,610000
Guatemala,GTM,1994,570000,519999.97,16120001,90000,2190000,1090000,,990000,620000
Guatemala,GTM,1995,640000,490000,16120001,120000,2730000,1290000,,1110000,650000
Guatemala,GTM,1996,670000,470000,16120001,110000,2720000,1220000,,1020000,680000
Guatemala,GTM,1997,710000,550000,16120001,120000,2880000,1250000,,1060000,710000
Guatemala,GTM,1998,750000,640000,16120001,129999.99,3430000,1290000,,2050000,740000
Guatemala,GTM,1999,860000,680000,16120001,129999.99,3600000,1130000,,1810000,760000
Guatemala,GTM,2000,880000,840000,16120001,140000,3860000,1300000,,2430000,770000
Guatemala,GTM,2001,590000,850000,13720000,0,4530000,1340000,,2540000,780000
Guatemala,GTM,2002,600000,840000,13720000,0,4920000,1030000,,3100000,780000
Guatemala,GTM,2003,670000,830000,13720000,0,4910000,1080000,,3080000,810000
Guatemala,GTM,2004,690000,910000,13720000,0,4780000,940000,,3460000,830000
Guatemala,GTM,2005,560000,990000,13720000,0,5150000,1460000,,3400000,950000
Guatemala,GTM,2006,580000,980000,13720000,0,5330000,1570000,,3090000,960000
Guatemala,GTM,2007,630000,1000000,13720000,0,5640000,1890000,,3280000,860000
Guatemala,GTM,2008,610000,990000,13720000,0,5150000,1480000,,3030000,800000
Guatemala,GTM,2009,570000,590000,13720000,0,5870000,1270000,,3590000,800000
Guatemala,GTM,2010,610000,1100000,13720000,0,5790000,1340000,,2640000,990000
Guatemala,GTM,2011,660000,1110000,7710000,0,5660000,1680000,,2650000,1020000
Guatemala,GTM,2012,760000,1120000,7710000,0,5690000,1670000,,2940000,990000
Guatemala,GTM,2013,760000,1150000,7710000,0,5980000,1720000,,3440000,1110000
Guatemala,GTM,2014,820000,1360000,7710000,0,6390000,1820000,,3610000,1240000
Guatemala,GTM,2015,900000,1420000,7710000,0,7310000,1980000,,4850000,1400000
Guatemala,GTM,2016,970000,1300000,3270000,0,7940000,2040000,,5210000,1410000
Guatemala,GTM,2017,940000,1330000,3270000,0,8189999.5,1950000,,4120000,1560000
Guatemala,GTM,2018,980000,1180000,3270000,0,8560000,1940000,,5420000,1570000
Guatemala,GTM,2019,1030000,1120000,3270000,0,9370000,1770000,,5730000,1610000
Guatemala,GTM,2020,1039999.94,1250000,3270000,0,8570000,1990000,,4020000,1410000
Guatemala,GTM,2021,1190000,1310000,3270000,0,10260000,2580000,,4260000,1680000
Guinea,GIN,1990,80000,0,10490000,0,270000,310000,,330000,50000
Guinea,GIN,1991,90000,0,10490000,0,290000,320000,,340000,50000
Guinea,GIN,1992,90000,0,10490000,0,290000,350000,,340000,50000
Guinea,GIN,1993,90000,0,10490000,0,290000,360000,,340000,50000
Guinea,GIN,1994,80000,0,10490000,0,290000,400000,,340000,50000
Guinea,GIN,1995,80000,0,10490000,0,300000,440000,,350000,50000
Guinea,GIN,1996,80000,0,10490000,0,320000,480000,,350000,60000
Guinea,GIN,1997,80000,0,10490000,0,350000,519999.97,,350000,60000
Guinea,GIN,1998,80000,0,10490000,0,400000,540000,,350000,60000
Guinea,GIN,1999,70000,0,10490000,0,440000,580000,,350000,60000
Guinea,GIN,2000,70000,0,10480000,0,470000,610000,,350000,70000
Guinea,GIN,2001,70000,0,10840000,0,500000,640000,,360000,70000
Guinea,GIN,2002,70000,0,10830000,0,540000,670000,,360000,70000
Guinea,GIN,2003,70000,0,10820000,0,570000,710000,,360000,70000
Guinea,GIN,2004,60000,0,10820000,0,610000,740000,,360000,70000
Guinea,GIN,2005,60000,0,10820000,0,640000,900000,,240000,70000
Guinea,GIN,2006,60000,0,10820000,0,670000,940000,,240000,70000
Guinea,GIN,2007,60000,0,10820000,0,700000,1000000,,220000,80000
Guinea,GIN,2008,50000,0,10820000,0,720000,1010000,,240000,80000
Guinea,GIN,2009,30000,0,10820000,0,770000,1090000,,240000,80000
Guinea,GIN,2010,40000,0,10820000,0,940000,1390000,,129999.99,80000
Guinea,GIN,2011,50000,0,10870000,0,1000000,1450000,,120000,80000
Guinea,GIN,2012,40000,0,10870000,0,1060000,1180000,,190000,80000
Guinea,GIN,2013,40000,0,10870000,0,1070000,910000,,140000,80000
Guinea,GIN,2014,40000,0,10870000,0,1190000,770000,,230000,80000
Guinea,GIN,2015,30000,0,10870000,0,1360000,950000,,180000,80000
Guinea,GIN,2016,50000,0,11940000,0,1420000,950000,,380000,80000
Guinea,GIN,2017,80000,0,11940000,0,1700000,1130000,,410000,100000
Guinea,GIN,2018,70000,0,11940000,0,1450000,1180000,,540000,100000
Guinea,GIN,2019,80000,0,11950000,0,2050000,1330000,,550000,129999.99
Guinea,GIN,2020,80000,0,11950000,0,2360000,1430000,,720000,80000
Guinea,GIN,2021,90000,0,11950000,0,2400000,1400000,,730000,90000
Guinea-Bissau,GNB,1990,20000,0,1490000,60000,60000,0,,30000,30000
Guinea-Bissau,GNB,1991,20000,0,1490000,70000,60000,0,,30000,30000
Guinea-Bissau,GNB,1992,20000,0,1490000,70000,50000,0,,30000,30000
Guinea-Bissau,GNB,1993,20000,0,1490000,70000,60000,0,,30000,30000
Guinea-Bissau,GNB,1994,20000,0,1490000,70000,50000,0,,40000,30000
Guinea-Bissau,GNB,1995,20000,0,1490000,70000,50000,0,,40000,30000
Guinea-Bissau,GNB,1996,20000,0,1490000,70000,40000,0,,40000,30000
Guinea-Bissau,GNB,1997,20000,0,1490000,70000,60000,0,,50000,30000
Guinea-Bissau,GNB,1998,20000,0,1490000,80000,60000,0,,20000,30000
Guinea-Bissau,GNB,1999,20000,0,1490000,90000,80000,0,,10000,30000
Guinea-Bissau,GNB,2000,20000,0,1490000,90000,20000,0,,20000,30000
Guinea-Bissau,GNB,2001,20000,0,1490000,90000,20000,0,,20000,30000
Guinea-Bissau,GNB,2002,20000,0,1490000,90000,30000,0,,20000,30000
Guinea-Bissau,GNB,2003,20000,0,1490000,90000,70000,0,,20000,30000
Guinea-Bissau,GNB,2004,20000,0,1490000,90000,80000,0,,20000,30000
Guinea-Bissau,GNB,2005,20000,0,1490000,90000,80000,0,,20000,30000
Guinea-Bissau,GNB,2006,20000,0,1490000,90000,90000,0,,20000,30000
Guinea-Bissau,GNB,2007,20000,0,1490000,90000,90000,0,,30000,40000
Guinea-Bissau,GNB,2008,20000,0,1490000,90000,80000,0,,30000,30000
Guinea-Bissau,GNB,2009,20000,0,1490000,90000,100000,0,,20000,30000
Guinea-Bissau,GNB,2010,20000,0,1490000,90000,100000,0,,20000,30000
Guinea-Bissau,GNB,2011,20000,0,1490000,90000,100000,0,,30000,40000
Guinea-Bissau,GNB,2012,30000,0,1490000,90000,100000,0,,20000,40000
Guinea-Bissau,GNB,2013,30000,0,1490000,90000,110000,0,,20000,40000
Guinea-Bissau,GNB,2014,30000,0,1490000,100000,110000,0,,20000,40000
Guinea-Bissau,GNB,2015,30000,0,1490000,100000,110000,0,,40000,40000
Guinea-Bissau,GNB,2016,30000,0,1490000,110000,110000,0,,60000,40000
Guinea-Bissau,GNB,2017,30000,0,1490000,110000,110000,0,,60000,40000
Guinea-Bissau,GNB,2018,30000,0,1490000,110000,110000,0,,60000,40000
Guinea-Bissau,GNB,2019,30000,0,1490000,110000,120000,0,,60000,40000
Guinea-Bissau,GNB,2020,30000,0,1490000,110000,100000,0,,60000,40000
Guinea-Bissau,GNB,2021,30000,0,1490000,120000,110000,0,,60000,40000
Guyana,GUY,1990,60000,,5440000,140000,259999.98,370000,,350000,40000
Guyana,GUY,1991,60000,,5440000,120000,240000,380000,,350000,30000
Guyana,GUY,1992,50000,,5440000,110000,230000,350000,,340000,30000
Guyana,GUY,1993,50000,,6080000,90000,230000,370000,,340000,30000
